"id","Valor"
115,15447.455298175
116,19545.1117912627
117,10334.5361661592
118,17109.3332694626
119,23545.3049398047
120,26606.4810344288
121,14766.0943988351
122,18595.274775044
123,21105.7622689624
124,37032.3961620954
125,20288.6034929496
126,15911.8052823733
127,15525.615480301
128,28570.7134768261
129,34317.2652760381
130,32296.9216764155
131,10135.1195951304
132,30212.0813594852
133,36774.9348791851
134,16386.8073034278
135,33960.1022925128
136,26536.3150885097
137,39993.880707181
138,21936.4417359398
139,19219.9940208594
140,41490.8610666279
141,35370.0284647897
142,16017.6911448038
143,18891.5512395389
144,18124.443591116
145,27037.9147424924
146,18317.0218861872
147,16768.950856642
148,18364.7490996283
149,28348.5492062791
150,19032.6055520498
151,17401.763957344
152,40662.0101927681
153,11352.8860688372
154,37359.778390023
155,16185.557999753
156,23618.1590856532
157,26529.6408881033
158,23082.5607368765
159,22045.3152316239
160,14237.187270062
161,24454.6827877737
162,24734.5710048895
163,17792.3761218403
164,22685.5525155394
165,27054.4331272953
166,21981.2732448979
167,19517.3716630666
168,22880.3651691721
169,38437.6862163309
170,20863.3040702986
171,10544.675475392
172,27810.2033835901
173,7692.50095064804
174,19798.4933497868
175,39424.726650999
176,10317.0704627778
177,11644.9425923006
178,21081.8551310363
179,17182.6818973221
180,9815.62854568471
181,23322.9506475399
182,24709.5056304254
183,20584.5286448313
184,16050.7528676372
185,25617.8823717287
186,23678.4583681678
187,16350.0329854559
188,21187.749822976
189,22273.1031297319
190,19821.0841830114
191,26570.6096007299
192,33839.2539815904
193,18767.6372876985
194,18279.8336478304
195,20671.3710209978
196,17369.2853862394
197,15005.4821782269
198,16518.3688374119
199,21292.1032523462
200,31403.7378610661
201,44709.2974826212
202,28145.1261971499
203,28159.2827526729
204,11384.2098134588
205,18876.5188185529
206,8944.50276399783
207,18867.8648843071
208,12375.6165818497
209,18278.5648588753
210,12568.6709238986
211,33333.0981067043
212,17552.0513625144
213,23544.2472957005
214,33272.6551895341
215,32246.1527319538
216,31053.8779320084
217,18674.3105380821
218,20615.0383263264
219,20206.0197004324
220,9795.13665454251
221,28552.4585668286
222,6273.96993259798
223,22178.4770324887
224,19072.6494374985
225,28934.7124300947
226,23901.0521690766
227,20687.9032546987
228,30254.8951371555
229,17673.7773685357
230,25750.1925961726
231,41564.7469429433
232,34889.9635500581
233,35106.2743884009
234,24793.1619792316
235,14457.0346641029
236,54166.5278525985
237,35328.7254602101
238,29340.5862710184
239,28803.571848796
240,20532.6785036301
241,30092.9469908676
242,32158.0716875044
243,21873.0613207893
244,19772.3949528728
245,15908.7481602082
246,15483.5520941828
247,21176.4417521541
248,19502.7771099173
249,27524.8595961447
250,28908.1965413569
1,14076.1076507963
2,15234.3994653963
3,12456.6630152659
4,18125.0395241763
5,39203.6238988651
6,11817.3867821169
7,19547.2597669149
8,20735.0436376634
9,15467.4071234577
10,19925.3941978999
11,33964.5373410059
12,18559.2768739496
13,23270.639052585
14,25050.946411289
15,44347.1566261645
16,26515.3314121984
17,41908.8156710882
18,31755.7953070171
19,25917.9532107652
20,10590.7417987061
21,29235.0711352932
22,15993.558445639
23,19447.9573250768
24,12066.5328957995
25,36327.5081683106
26,14327.4395554381
27,40830.5207740035
28,35951.9725602623
29,24571.354654516
30,11597.2111159479
31,18286.9611405164
32,28407.5455728004
33,22815.9642321814
34,7271.02981453953
35,33763.420121061
36,16135.4713546667
37,30873.7635845943
38,19200.9358308428
39,23223.5871201629
40,30494.7734017913
41,39722.083465185
42,24095.5702025045
43,39199.5861211875
44,25814.2006173898
45,8082.94614985847
46,9638.05977255478
47,20760.6246318107
48,23513.3097994482
49,38688.086374616
50,13232.8856669835
51,31434.3041003129
52,19498.8144386232
53,28747.8570360824
54,9491.27547758007
55,18875.4450353106
56,14803.2413949488
57,13989.7560055945
58,23988.4512687613
59,29507.9894850662
60,30089.748973378
61,22535.4824706651
62,36430.4428200783
63,35395.4658327229
64,24534.8050032812
65,20457.1827927193
66,16699.5164784961
67,36142.6635641623
68,30331.4538972657
69,16305.5885237325
70,23258.2679936952
71,23194.2103465135
72,18162.9802546628
73,14171.8562342043
74,19314.7810307319
75,9427.20324594375
76,19980.2907436484
77,26334.6596585765
78,13188.9932267897
79,21873.276040241
80,12589.5234082845
81,35202.0312092237
82,17214.9315124181
83,68758.6354640801
84,18317.8118685245
85,35083.7763586009
86,34919.9143162104
87,5570.35925095193
88,25713.418618389
89,17726.4565697375
90,20273.4810915529
91,35740.9292754019
92,12848.868048359
93,34349.3834224026
94,30642.7850525157
95,25908.1045248249
96,24124.7737101442
97,16115.9693913276
98,24614.9073555874
99,35183.9811747234
100,25677.4431451177
101,13862.4345301136
102,17789.6309819706
103,14632.3974055705
104,19546.556030543
105,19799.3408015732
106,24930.4567852194
107,36552.9339931327
108,25505.2334064952
109,12688.4615123149
110,21642.4353923484
111,20725.5823592749
112,15224.4159445848
113,29235.1454740348
114,17195.3604859956
115,32440.9446564696
116,17272.1385675392
117,33500.8206631828
118,13594.1266590037
119,54794.9570163224
120,15325.1257127873
121,25924.3962609444
122,12802.0570450314
123,22701.9561484251
124,26469.3873551688
125,20234.8011569747
126,22866.1053700088
127,27980.6786185072
128,10060.8576055886
129,21210.2005491761
130,31070.3664556643
131,23106.1415813143
132,13412.5717631701
133,31033.9565351654
134,21558.3552195476
135,15533.566040863
136,9312.37508556151
137,15216.2384900891
138,27136.773273458
139,22710.5323487574
140,24392.913565031
141,20527.2189249586
142,30130.4964949854
143,24580.9064217961
144,10819.3388715805
145,21375.025385425
146,12606.4502459124
147,22929.1505718604
148,33908.2886965264
149,21865.7489856076
150,24817.6408552362
151,11431.2871417957
152,17430.9611738708
153,12638.561767564
154,22920.230475511
155,19609.308675479
156,12081.8934702544
157,10522.7097313408
158,24596.41985278
159,14527.1978677492
160,31039.1194202586
161,11364.2202158337
162,13606.353946283
163,24336.9328620163
164,45870.6504723274
165,15583.8462316683
166,23832.2177505748
167,15483.6289165498
168,31955.7976042454
169,25616.9798921776
170,21158.9671304501
171,14431.9006896702
172,14300.5867314972
173,19685.5537261831
174,21214.6021805506
175,33152.7959773179
176,20724.3774395667
177,19805.7763495313
178,17338.9012061741
179,26888.372871389
180,17724.2572963433
181,30782.9308039007
182,21995.3435558335
183,10610.603369231
184,11429.6499609331
185,27898.505022726
186,33797.0619662983
187,19294.6057676893
188,19624.6665318015
189,8090.19602869051
190,27365.2812962592
191,25125.3528056667
192,19102.830059145
193,29790.0573605871
194,18487.2552075734
195,24056.2537864008
196,11804.339099151
197,28580.1385663173
198,18734.2514266237
199,12584.5461841072
200,28459.2369298507
201,23706.260338062
202,9518.41064158337
203,22137.6709607171
204,21656.153308497
205,18453.5533618063
206,39547.0585922721
207,14048.90625455
208,29364.6409704308
209,16165.1303928929
210,25436.3356927573
211,19020.6921714444
212,27472.3022929069
213,13431.8067277389
214,42044.8684500509
215,23978.6872445282
216,22978.600965826
217,11022.0638402313
218,23628.0015884683
219,39315.7067404461
220,22357.8502671348
221,28642.1651487293
222,28139.2962264349
223,10270.8596054099
224,16114.8101640017
225,18324.0532655974
226,14130.1314499542
227,14151.542175368
228,12989.0669009802
229,11409.384509576
230,21551.7338658485
231,24300.303533047
232,29044.8385270988
233,34227.4632249783
234,10290.2706789736
235,14635.0049387456
236,12115.9275521055
237,9370.03194231372
238,17095.907045161
239,32477.2790060101
240,24219.5034621813
241,26483.4951249085
242,34466.8770936205
243,18984.2963725938
244,26407.1227332724
245,23831.210763584
246,9889.49490998291
247,28711.5328517571
248,25661.9844320063
249,21056.6332233003
250,24322.2563480021
